Trajectory - Seconds: 17.97, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.25, Y: 2.11), Rotation2d(Rads: 0.62, Deg: 35.42)), Curvature: 0.00), 
State(Sec: 16.33, Vel m/s: 1.64, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.64, Y: 2.73), Rotation2d(Rads: -3.14, Deg: -179.87)), Curvature: 0.02), 
State(Sec: 16.37, Vel m/s: 1.60, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.56, Y: 2.73), Rotation2d(Rads: -3.14, Deg: -179.78)), Curvature: 0.02), 
State(Sec: 16.42, Vel m/s: 1.55, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.49, Y: 2.73), Rotation2d(Rads: -3.14, Deg: -179.69)), Curvature: 0.02), 
State(Sec: 16.47, Vel m/s: 1.50, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.42, Y: 2.73), Rotation2d(Rads: -3.13, Deg: -179.61)), Curvature: 0.02), 
State(Sec: 16.51, Vel m/s: 1.46, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.35, Y: 2.73), Rotation2d(Rads: -3.13, Deg: -179.52)), Curvature: 0.02), 
State(Sec: 16.56, Vel m/s: 1.41, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.28, Y: 2.73), Rotation2d(Rads: -3.13, Deg: -179.44)), Curvature: 0.02), 
State(Sec: 16.61, Vel m/s: 1.36, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.21, Y: 2.73), Rotation2d(Rads: -3.13, Deg: -179.36)), Curvature: 0.02), 
State(Sec: 16.66, Vel m/s: 1.31, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.14, Y: 2.73), Rotation2d(Rads: -3.13, Deg: -179.28)), Curvature: 0.02), 
State(Sec: 16.76, Vel m/s: 1.21, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 2.01, Y: 2.72), Rotation2d(Rads: -3.13, Deg: -179.11)), Curvature: 0.02), 
State(Sec: 16.86, Vel m/s: 1.10, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.90, Y: 2.72), Rotation2d(Rads: -3.12, Deg: -178.93)), Curvature: 0.03), 
State(Sec: 16.97, Vel m/s: 1.00, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.79, Y: 2.72), Rotation2d(Rads: -3.12, Deg: -178.73)), Curvature: 0.04), 
State(Sec: 17.07, Vel m/s: 0.90, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.69, Y: 2.72), Rotation2d(Rads: -3.12, Deg: -178.51)), Curvature: 0.05), 
State(Sec: 17.17, Vel m/s: 0.80, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.61, Y: 2.71), Rotation2d(Rads: -3.11, Deg: -178.24)), Curvature: 0.06), 
State(Sec: 17.27, Vel m/s: 0.70, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.53, Y: 2.71), Rotation2d(Rads: -3.11, Deg: -177.92)), Curvature: 0.09), 
State(Sec: 17.46, Vel m/s: 0.51, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.42, Y: 2.71), Rotation2d(Rads: -3.09, Deg: -177.00)), Curvature: 0.22), 
State(Sec: 17.64, Vel m/s: 0.33, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.34, Y: 2.70), Rotation2d(Rads: -3.06, Deg: -175.59)), Curvature: 0.44), 
State(Sec: 17.97, Vel m/s: 0.00, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 1.29, Y: 2.70), Rotation2d(Rads: -3.05, Deg: -174.54)), Curvature: 0.00)
